date,time,exercise,weight,reps
2025-12-27,6:20 pm,Reverse curls,25.0,10
2025-12-27,6:30 pm,Incline dumbbell press,20.0,8
2025-12-27,6:32 pm,Incline dumbbell press,20.0,7
2025-12-27,6:36 pm,Reverse Lat pulldown,50.0,10
2025-12-27,6:39 pm,Reverse Lat pulldown,55.0,7
2025-12-29,5:38 pm,Maggrip pulldown,60.0,11
2025-12-29,5:42 pm,Maggrip pulldown,60.0,11
2025-12-29,5:46 pm,Maggrip pulldown,65.0,6
2025-12-29,5:56 pm,Barbell rowing,22.5,9
2025-12-29,6:00 pm,Barbell rowing,22.5,7
2025-12-29,6:03 pm,Barbell rowing,22.5,6
2025-12-29,6:07 pm,Barbell rowing,20.0,8
2025-12-29,6:14 pm,Cable lat pullover,42.5,14
2025-12-29,6:16 pm,Cable lat pullover,50.0,7
2025-12-29,6:29 pm,Machine abs crunches,20.0,10
2025-12-29,6:31 pm,Machine abs crunches,20.0,9
2025-12-29,6:34 pm,Machine abs crunches,20.0,10
2025-12-29,6:45 pm,Incline curls,15.0,10
2025-12-29,6:50 pm,Incline curls,15.0,8
2025-12-29,6:55 pm,Incline curls,15.0,6
2025-12-29,6:56 pm,Dumbbell hammer curls,12.5,9
2025-12-29,6:58 pm,Dumbbell hammer curls,12.5,9
2025-12-29,7:00 pm,Dumbbell hammer curls,12.5,9
2025-12-31,5:24 pm,Incline press machine 2,62.5,10
2025-12-31,5:29 pm,Incline press machine 2,62.5,8
2025-12-31,5:34 pm,Incline press machine 2,62.5,8
2025-12-31,5:38 pm,Incline press machine 2,62.5,6
2025-12-31,5:53 pm,Benchpress,20.0,3
2025-12-31,5:58 pm,Benchpress,17.5,4
2025-12-31,6:03 pm,Benchpress,17.5,5
2025-12-31,6:06 pm,Incline Dumbbell fly,10.0,12
2025-12-31,6:07 pm,Incline Dumbbell fly,10.0,9
2025-12-31,6:09 pm,Incline Dumbbell fly,10.0,10
2025-12-31,6:15 pm,Tricep rope overhead,25.0,12
2025-12-31,6:17 pm,Tricep rope overhead,25.0,9
2025-12-31,6:19 pm,Tricep rope overhead,25.0,7
2025-12-31,6:23 pm,Tricep rope pushdown,42.5,11
2025-12-31,6:26 pm,Tricep rope pushdown,42.5,10
2025-12-31,6:29 pm,Tricep rope pushdown,42.5,10
2025-12-31,6:37 pm,Dumbbell calf raises,17.5,9
2025-12-31,6:37 pm,Dumbbell calf raises,17.5,7
2025-12-31,6:37 pm,Dumbbell calf raises,17.5,9
2026-01-01,5:28 pm,Leg press,62.5,10
2026-01-01,5:32 pm,Leg press,62.5,10
2026-01-01,5:39 pm,Leg press,62.5,8
2026-01-01,5:43 pm,Leg press,62.5,8
2026-01-01,5:46 pm,Cable rdl,65.0,10
2026-01-01,5:48 pm,Cable rdl,65.0,11
2026-01-01,5:50 pm,Cable rdl,65.0,11
2026-01-01,5:59 pm,Hamstring curls,15.0,15
2026-01-01,5:59 pm,Hamstring curls,15.0,12
2026-01-01,6:07 pm,Machine lateral raises,7.5,6
2026-01-01,6:10 pm,Machine lateral raises,5.0,13
2026-01-01,6:12 pm,Machine lateral raises,5.0,11
2026-01-01,6:16 pm,Reverse pec fly,35.0,12
2026-01-01,6:18 pm,Reverse pec fly,35.0,11
2026-01-01,6:25 pm,Machine abs crunches,25.0,7
2026-01-01,6:26 pm,Machine abs crunches,25.0,8
2026-01-01,6:28 pm,Machine abs crunches,25.0,6
2026-01-01,6:36 pm,Dumbbell calf raises,17.5,11
2026-01-01,6:36 pm,Dumbbell calf raises,17.5,10
2026-01-01,6:36 pm,Dumbbell calf raises,17.5,10
2026-01-02,5:28 pm,Closegrip benchpress straight bar,20.0,5
2026-01-02,5:35 pm,Closegrip benchpress straight bar,17.5,7
2026-01-02,5:43 pm,Closegrip benchpress straight bar,17.5,7
2026-01-02,5:47 pm,Tricep rope pushdown,42.5,12
2026-01-02,5:48 pm,Tricep rope pushdown,42.5,10
2026-01-02,5:51 pm,Tricep rope pushdown,50.0,7
2026-01-02,5:58 pm,Machine preacher curls,20.0,10
2026-01-02,6:01 pm,Machine preacher curls,20.0,9
2026-01-02,6:03 pm,Machine preacher curls,20.0,8
2026-01-02,6:17 pm,Cable fly,15.0,15
2026-01-02,6:18 pm,Cable fly,20.0,12
2026-01-02,6:26 pm,Reverse Lat pulldown,55.0,8
2026-01-02,6:29 pm,Reverse Lat pulldown,50.0,10
2026-01-02,6:34 pm,Single arm hammer curls,20.0,10
2026-01-02,6:35 pm,Single arm hammer curls,20.0,9
2026-01-02,6:35 pm,Single arm hammer curls,20.0,8
2026-01-02,6:39 pm,Reverse curls,25.0,15
2026-01-02,6:41 pm,Reverse curls,25.0,11
2026-01-07,6:35 pm,Dumbbell press,25.0,3
2026-01-07,6:39 pm,Dumbbell press,20.0,9
2026-01-07,6:45 pm,Dumbbell press,20.0,10
2026-01-07,6:50 pm,Incline Dumbbell fly,10.0,10
2026-01-07,6:54 pm,Incline Dumbbell fly,10.0,10
2026-01-07,6:55 pm,Incline Dumbbell fly,10.0,8
2026-01-07,6:58 pm,Tricep rope overhead,25.0,10
2026-01-07,7:00 pm,Tricep rope overhead,25.0,8
2026-01-07,7:02 pm,Tricep rope overhead,25.0,6
2026-01-07,7:04 pm,Tricep rope pushdown,45.0,7
2026-01-07,7:06 pm,Tricep rope pushdown,45.0,7
2026-01-07,7:08 pm,Tricep rope pushdown,37.5,10
2026-01-07,7:16 pm,Dumbbell calf raises,17.5,11
2026-01-07,7:30 pm,Dumbbell calf raises,17.5,6
2026-01-07,7:31 pm,Dumbbell calf raises,17.5,9
2026-01-08,7:44 pm,Barbell rowing,22.5,8
2026-01-08,7:48 pm,Barbell rowing,22.5,8
2026-01-08,7:53 pm,Barbell rowing,22.5,7
2026-01-08,7:58 pm,Barbell rowing,20.0,9
2026-01-08,8:05 pm,Incline curls,15.0,9
2026-01-08,8:10 pm,Incline curls,15.0,6
2026-01-08,8:13 pm,Incline curls,12.5,7
2026-01-08,8:17 pm,Dumbbell hammer curls,12.5,10
2026-01-08,8:19 pm,Dumbbell hammer curls,12.5,10
2026-01-08,8:21 pm,Dumbbell hammer curls,12.5,9
2026-01-08,8:23 pm,Cable lat pullover,45.0,11
2026-01-08,8:27 pm,Cable lat pullover,45.0,12
2026-01-09,7:19 pm,Squats,32.5,10
2026-01-09,7:27 pm,Squats,37.5,8
2026-01-09,7:49 pm,Seated lateral raises,10.0,6
2026-01-09,7:51 pm,Seated lateral raises,7.5,10
2026-01-09,7:52 pm,Seated lateral raises,7.5,8
2026-01-09,8:00 pm,Incline rear delt fly,2.0,10
2026-01-09,8:01 pm,Incline rear delt fly,2.0,9
2026-01-09,8:01 pm,Incline rear delt fly,2.0,10
2026-01-09,8:07 pm,Cable rdl,67.5,10
2026-01-09,8:08 pm,Cable rdl,67.5,8
2026-01-09,8:10 pm,Cable rdl,67.5,10
2026-01-09,8:14 pm,Cable abs crunches,67.5,12
2026-01-09,8:14 pm,Cable abs crunches,75.0,7
2026-01-09,8:14 pm,Cable abs crunches,75.0,5
2026-01-09,8:17 pm,Dumbbell calf raises,17.5,11
2026-01-09,8:18 pm,Dumbbell calf raises,17.5,9
2026-01-09,8:19 pm,Dumbbell calf raises,17.5,10
2026-01-10,5:48 pm,Closegrip dumbbell press,20.0,8
2026-01-10,5:50 pm,Closegrip dumbbell press,20.0,8
2026-01-10,5:54 pm,Closegrip dumbbell press,20.0,7
2026-01-10,5:57 pm,Tricep rope pushdown,45.0,11
2026-01-10,5:59 pm,Tricep rope pushdown,45.0,9
2026-01-10,6:00 pm,Tricep rope pushdown,45.0,9
2026-01-10,6:08 pm,Cable preacher curls,37.5,9
2026-01-10,6:09 pm,Cable preacher curls,37.5,6
2026-01-10,6:11 pm,Cable preacher curls,30.0,6
2026-01-10,6:14 pm,Single arm hammer curls,20.0,7
2026-01-10,6:16 pm,Single arm hammer curls,15.0,10
2026-01-10,6:19 pm,Single arm hammer curls,15.0,10
2026-01-10,6:21 pm,Reverse curls,25.0,10
2026-01-10,6:23 pm,Reverse curls,25.0,9
2026-01-10,6:27 pm,Cable fly,25.0,12
2026-01-10,6:30 pm,Cable fly,25.0,11
2026-01-10,6:36 pm,Chest supported lateral raises,7.5,12
2026-01-10,6:36 pm,Chest supported lateral raises,7.5,11
2026-01-10,6:37 pm,Chest supported lateral raises,7.5,8
2026-01-12,7:29 pm,Dumbbell press,25.0,4
2026-01-12,7:34 pm,Dumbbell press,20.0,11
2026-01-12,7:39 pm,Dumbbell press,20.0,9
2026-01-12,7:47 pm,Incline Dumbbell fly,12.5,8
2026-01-12,7:51 pm,Incline Dumbbell fly,12.5,8
2026-01-12,7:55 pm,Incline Dumbbell fly,12.5,7
2026-01-12,8:06 pm,Tricep rope pushdown,45.0,14
2026-01-12,8:06 pm,Tricep rope pushdown,52.5,7
2026-01-12,8:09 pm,Tricep rope pushdown,52.5,8
2026-01-12,8:14 pm,Tricep rope overhead,25.0,12
2026-01-12,8:17 pm,Tricep rope overhead,25.0,11
2026-01-12,8:21 pm,Tricep rope overhead,25.0,8
2026-01-12,8:28 pm,Dumbbell calf raises,17.5,10
2026-01-12,8:28 pm,Dumbbell calf raises,17.5,11
2026-01-12,8:29 pm,Dumbbell calf raises,17.5,11
2026-01-13,7:36 pm,Squats,37.5,10
2026-01-13,7:42 pm,Squats,37.5,9
2026-01-13,8:03 pm,Seated lateral raises,10.0,8
2026-01-13,8:05 pm,Seated lateral raises,7.5,12
2026-01-13,8:07 pm,Seated lateral raises,7.5,10
2026-01-13,8:12 pm,Incline rear delt fly,5.0,10
2026-01-13,8:15 pm,Incline rear delt fly,5.0,10
2026-01-13,8:17 pm,Incline rear delt fly,5.0,8
2026-01-13,8:31 pm,Barbell rdl,15.0,10
2026-01-13,8:31 pm,Barbell rdl,15.0,11
2026-01-13,8:31 pm,Barbell rdl,15.0,11
2026-01-15,6:33 pm,Barbell rowing,22.5,8
2026-01-15,6:38 pm,Barbell rowing,22.5,8
2026-01-15,6:44 pm,Barbell rowing,22.5,6
2026-01-15,6:48 pm,Barbell rowing,22.5,6
2026-01-15,6:57 pm,Incline curls,15.0,8
2026-01-15,7:01 pm,Incline curls,15.0,6
2026-01-15,7:05 pm,Incline curls,15.0,6
2026-01-15,7:12 pm,Dumbbell hammer curls,12.5,13
2026-01-15,7:13 pm,Dumbbell hammer curls,15.0,7
2026-01-15,7:15 pm,Dumbbell hammer curls,15.0,7
2026-01-15,7:19 pm,Cable lat pullover,45.0,15
2026-01-15,7:23 pm,Cable lat pullover,45.0,14
2026-01-17,7:19 pm,Closegrip dumbbell press,20.0,11
2026-01-17,7:24 pm,Closegrip dumbbell press,20.0,10
2026-01-17,7:29 pm,Closegrip dumbbell press,20.0,10
2026-01-17,7:40 pm,Tricep pushdown,45.0,11
2026-01-17,7:43 pm,Tricep pushdown,52.5,8
2026-01-17,7:45 pm,Tricep pushdown,52.5,8
2026-01-17,7:48 pm,Dumbbell curls,15.0,10
2026-01-17,7:50 pm,Dumbbell curls,15.0,7
2026-01-17,7:55 pm,Dumbbell curls,15.0,8
2026-01-17,7:58 pm,Incline hammer curls,12.5,9
2026-01-17,8:02 pm,Incline hammer curls,12.5,9
2026-01-17,8:05 pm,Incline hammer curls,12.5,9
2026-01-17,8:16 pm,Chest supported lateral raises,10.0,6
2026-01-17,8:16 pm,Chest supported lateral raises,7.5,10
2026-01-17,8:16 pm,Chest supported lateral raises,7.5,10
2026-01-17,8:26 pm,Reverse curls,25.0,13
2026-01-17,8:30 pm,Reverse curls,30.0,8
2026-01-17,8:36 pm,Cable fly,30.0,11
2026-01-17,8:39 pm,Cable fly,30.0,7
2026-01-21,7:10 pm,Dumbbell press,25.0,5
2026-01-21,7:17 pm,Dumbbell press,20.0,13
2026-01-21,7:21 pm,Dumbbell press,20.0,10
2026-01-21,7:25 pm,Incline Dumbbell fly,12.5,9
2026-01-21,7:27 pm,Incline Dumbbell fly,12.5,7
2026-01-21,7:30 pm,Incline Dumbbell fly,12.5,7
2026-01-21,7:55 pm,Tricep rope overhead,27.5,2
2026-01-21,7:57 pm,Tricep rope overhead,25.0,5
2026-01-21,7:59 pm,Tricep rope overhead,20.0,9
2026-01-21,8:04 pm,Tricep rope pushdown,52.5,9
2026-01-21,8:06 pm,Tricep rope pushdown,52.5,8
2026-01-21,8:09 pm,Tricep rope pushdown,45.0,10
2026-01-21,8:12 pm,Dumbbell calf raises,17.5,13
2026-01-21,8:13 pm,Dumbbell calf raises,17.5,10
2026-01-21,8:15 pm,Dumbbell calf raises,17.5,9
2026-01-21,8:16 pm,Dumbbell calf raises,17.5,11
2026-01-22,7:57 pm,Barbell rowing,22.5,9
2026-01-22,8:01 pm,Barbell rowing,22.5,6
2026-01-22,8:04 pm,Barbell rowing,20.0,9
2026-01-22,8:08 pm,Barbell rowing,20.0,8
2026-01-22,8:16 pm,Incline curls,15.0,9
2026-01-22,8:19 pm,Incline curls,15.0,6
2026-01-22,8:21 pm,Incline curls,12.5,6
2026-01-22,8:24 pm,Dumbbell hammer curls,15.0,8
2026-01-22,8:26 pm,Dumbbell hammer curls,15.0,6
2026-01-22,8:28 pm,Dumbbell hammer curls,12.5,10
2026-01-22,8:34 pm,Cable lat pullover,52.5,7
2026-01-22,8:37 pm,Cable lat pullover,45.0,15
2026-01-23,7:37 pm,Seated lateral raises,10.0,9
2026-01-23,7:40 pm,Seated lateral raises,7.5,12
2026-01-23,7:42 pm,Seated lateral raises,7.5,11
2026-01-23,7:44 pm,Incline rear delt fly,5.0,11
2026-01-23,7:47 pm,Incline rear delt fly,5.0,11
2026-01-23,8:02 pm,Squats,40.0,7
2026-01-23,8:09 pm,Squats,40.0,6
2026-01-23,8:31 pm,Barbell rdl,17.5,9
2026-01-23,8:33 pm,Barbell rdl,17.5,9
2026-01-23,8:37 pm,Barbell rdl,17.5,10
2026-01-23,8:44 pm,Dumbbell calf raises,17.5,15
2026-01-23,8:45 pm,Dumbbell calf raises,17.5,14
2026-01-23,8:46 pm,Dumbbell calf raises,17.5,13
2026-01-24,5:58 pm,Closegrip dumbbell press,20.0,11
2026-01-24,6:02 pm,Closegrip dumbbell press,20.0,11
2026-01-24,6:07 pm,Closegrip dumbbell press,20.0,11
2026-01-24,6:17 pm,Single arm overhead extension,10.0,9
2026-01-24,6:17 pm,Single arm overhead extension,10.0,7
2026-01-24,6:18 pm,Single arm overhead extension,10.0,6
2026-01-24,6:22 pm,Dumbbell curls,15.0,10
2026-01-24,6:25 pm,Dumbbell curls,15.0,9
2026-01-24,6:29 pm,Dumbbell curls,15.0,8
2026-01-24,6:32 pm,Incline hammer curls,12.5,11
2026-01-24,6:36 pm,Incline hammer curls,12.5,10
2026-01-24,6:38 pm,Incline hammer curls,12.5,9
2026-01-24,6:46 pm,Chest supported lateral raises,10.0,8
2026-01-24,6:50 pm,Chest supported lateral raises,10.0,7
2026-01-24,6:53 pm,Chest supported lateral raises,7.5,12
2026-01-24,6:57 pm,Cable fly,30.0,12
2026-01-24,7:02 pm,Cable fly,30.0,9
2026-01-24,7:17 pm,Reverse curls,30.0,11
2026-01-24,7:20 pm,Reverse curls,30.0,12
2026-01-26,6:13 pm,Dumbbell press,25.0,5
2026-01-26,6:19 pm,Dumbbell press,20.0,11
2026-01-26,6:24 pm,Dumbbell press,20.0,9
2026-01-26,6:28 pm,Incline Dumbbell fly,12.5,10
2026-01-26,6:32 pm,Incline Dumbbell fly,12.5,9
2026-01-26,6:34 pm,Incline Dumbbell fly,12.5,9
2026-01-26,6:44 pm,Tricep rope overhead,25.0,12
2026-01-26,6:44 pm,Tricep rope overhead,27.5,9
2026-01-26,6:46 pm,Tricep rope overhead,27.5,7
2026-01-26,6:52 pm,Tricep rope pushdown,52.5,10
2026-01-26,6:56 pm,Tricep rope pushdown,52.5,11
2026-01-26,7:02 pm,Dumbbell calf raises,17.5,13
2026-01-26,7:03 pm,Dumbbell calf raises,17.5,18
2026-01-26,7:05 pm,Dumbbell calf raises,17.5,12
2026-01-26,7:06 pm,Dumbbell calf raises,17.5,13
2026-01-27,6:26 pm,Barbell rowing,22.5,10
2026-01-27,6:31 pm,Barbell rowing,22.5,9
2026-01-27,6:36 pm,Barbell rowing,22.5,8
2026-01-27,6:43 pm,Barbell rowing,22.5,7
2026-01-27,6:44 pm,Cable lat pullover,52.5,9
2026-01-27,6:46 pm,Cable lat pullover,52.5,7
2026-01-27,6:56 pm,Incline curls,15.0,10
2026-01-27,6:59 pm,Incline curls,15.0,7
2026-01-27,7:03 pm,Incline curls,12.5,8
2026-01-27,7:06 pm,Dumbbell hammer curls,15.0,10
2026-01-27,7:09 pm,Dumbbell hammer curls,15.0,8
2026-01-27,7:11 pm,Dumbbell hammer curls,12.5,12
2026-02-03,5:43 pm,Dumbbell press,25.0,5
2026-02-03,5:48 pm,Dumbbell press,20.0,11
2026-02-03,5:54 pm,Dumbbell press,20.0,10
2026-02-03,5:58 pm,Incline Dumbbell fly,12.5,9
2026-02-03,6:02 pm,Incline Dumbbell fly,12.5,10
2026-02-03,6:06 pm,Incline Dumbbell fly,12.5,9
2026-02-03,6:16 pm,Tricep rope overhead,30.0,2
2026-02-03,6:18 pm,Tricep rope overhead,25.0,6
2026-02-03,6:20 pm,Tricep rope overhead,20.0,7
2026-02-03,6:25 pm,Tricep rope pushdown,52.5,12
2026-02-03,6:29 pm,Tricep rope pushdown,52.5,11
2026-02-03,6:32 pm,Tricep rope pushdown,52.5,10
2026-02-05,8:08 pm,Barbell rowing,22.5,11
2026-02-05,8:12 pm,Barbell rowing,22.5,7
2026-02-05,8:17 pm,Barbell rowing,22.5,9
2026-02-05,8:22 pm,Barbell rowing,22.5,5
2026-02-05,8:28 pm,Incline curls,15.0,9
2026-02-05,8:32 pm,Incline curls,15.0,6
2026-02-05,8:35 pm,Incline curls,12.5,8
2026-02-05,8:39 pm,Dumbbell hammer curls,15.0,11
2026-02-05,8:41 pm,Dumbbell hammer curls,15.0,9
2026-02-05,8:43 pm,Dumbbell hammer curls,15.0,8
2026-02-05,8:47 pm,Cable lat pullover,52.5,11
2026-02-05,8:50 pm,Cable lat pullover,52.5,10
2026-02-06,7:06 pm,Squats,40.0,8
2026-02-06,7:14 pm,Squats,40.0,3
2026-02-06,7:41 pm,Seated lateral raises,10.0,10
2026-02-06,7:44 pm,Seated lateral raises,7.5,14
2026-02-06,7:46 pm,Seated lateral raises,7.5,11
2026-02-06,7:49 pm,Incline rear delt fly,5.0,9
2026-02-06,7:51 pm,Incline rear delt fly,5.0,8
2026-02-06,7:54 pm,Incline rear delt fly,5.0,10
2026-02-06,8:00 pm,Barbell rdl,20.0,8
2026-02-06,8:03 pm,Barbell rdl,20.0,10
2026-02-06,8:05 pm,Barbell rdl,20.0,10
2026-02-06,8:12 pm,Dumbbell calf raises,20.0,13
2026-02-06,8:13 pm,Dumbbell calf raises,20.0,13
2026-02-06,8:13 pm,Dumbbell calf raises,20.0,8
2026-02-06,8:13 pm,Dumbbell calf raises,20.0,12
2026-02-07,7:09 pm,Closegrip dumbbell press,20.0,12
2026-02-07,7:14 pm,Closegrip dumbbell press,20.0,10
2026-02-07,7:18 pm,Closegrip dumbbell press,20.0,10
2026-02-07,7:37 pm,Overhead skull crushee,20.0,14
2026-02-07,7:37 pm,Overhead skull crushee,25.0,9
2026-02-07,7:38 pm,Overhead skull crushee,25.0,10
2026-02-07,7:43 pm,Dumbbell curls,15.0,12
2026-02-07,7:47 pm,Dumbbell curls,15.0,10
2026-02-07,7:51 pm,Dumbbell curls,15.0,7
2026-02-07,8:01 pm,Incline hammer curls,12.5,10
2026-02-07,8:01 pm,Incline hammer curls,12.5,13
2026-02-07,8:03 pm,Incline hammer curls,12.5,9
2026-02-07,8:08 pm,Chest supported lateral raises,10.0,9
2026-02-07,8:10 pm,Chest supported lateral raises,7.5,13
2026-02-07,8:14 pm,Chest supported lateral raises,7.5,12
2026-02-07,8:19 pm,Cable fly,30.0,12
2026-02-07,8:21 pm,Cable fly,30.0,9
2026-02-09,7:24 pm,Cable lat pullover,52.5,12
2026-02-09,7:28 pm,Cable lat pullover,52.5,12
2026-02-09,7:28 pm,Chest supported rows,17.5,8
2026-02-09,7:31 pm,Chest supported rows,17.5,9
2026-02-09,7:33 pm,Chest supported rows,17.5,9
2026-02-09,7:36 pm,Chest supported rows,17.5,8
2026-02-09,7:40 pm,Incline curls,15.0,7
2026-02-09,7:44 pm,Incline curls,15.0,6
2026-02-09,7:49 pm,Incline curls,12.5,9
2026-02-09,7:52 pm,Dumbbell hammer curls,15.0,11
2026-02-09,7:54 pm,Dumbbell hammer curls,15.0,8
2026-02-09,7:59 pm,Dumbbell hammer curls,12.5,14
2026-02-10,7:41 pm,Dumbbell press,25.0,5
2026-02-10,7:45 pm,Dumbbell press,20.0,10
2026-02-10,7:49 pm,Dumbbell press,20.0,10
2026-02-10,7:53 pm,Incline Dumbbell fly,12.5,12
2026-02-10,7:57 pm,Incline Dumbbell fly,12.5,11
2026-02-10,7:59 pm,Incline Dumbbell fly,12.5,10
2026-02-10,8:09 pm,Tricep rope overhead,25.0,12
2026-02-10,8:15 pm,Tricep rope overhead,25.0,11
2026-02-10,8:18 pm,Tricep rope overhead,25.0,9
2026-02-10,8:21 pm,Tricep pushdown,45.0,9
2026-02-10,8:24 pm,Tricep pushdown,45.0,9
2026-02-10,8:26 pm,Tricep pushdown,45.0,10
2026-02-12,7:12 pm,Closegrip dumbbell press,25.0,5
2026-02-12,7:15 pm,Closegrip dumbbell press,20.0,9
2026-02-12,7:20 pm,Closegrip dumbbell press,20.0,10
2026-02-12,7:31 pm,Overhead skull crushee,25.0,15
2026-02-12,7:31 pm,Overhead skull crushee,20.0,12
2026-02-12,7:31 pm,Overhead skull crushee,20.0,11
2026-02-12,7:36 pm,Dumbbell curls,17.5,8
2026-02-12,7:40 pm,Dumbbell curls,17.5,7
2026-02-12,7:44 pm,Dumbbell curls,15.0,9
2026-02-12,7:50 pm,Incline hammer curls,12.5,12
2026-02-12,7:55 pm,Incline hammer curls,15.0,7
2026-02-12,7:58 pm,Incline hammer curls,15.0,7
2026-02-12,8:01 pm,Cable fly,30.0,12
2026-02-12,8:05 pm,Cable fly,30.0,10
2026-02-12,8:07 pm,Chest supported lateral raises,10.0,10
2026-02-12,8:10 pm,Chest supported lateral raises,7.5,15
2026-02-12,8:12 pm,Chest supported lateral raises,7.5,13
2026-02-14,7:37 pm,Goblet squats,25.0,12
2026-02-14,7:40 pm,Goblet squats,25.0,13
2026-02-14,8:03 pm,Seated lateral raises,10.0,11
2026-02-14,8:05 pm,Seated lateral raises,10.0,9
2026-02-14,8:07 pm,Seated lateral raises,7.5,12
2026-02-14,8:10 pm,Incline rear delt fly,5.0,12
2026-02-14,8:13 pm,Incline rear delt fly,5.0,12
2026-02-14,8:14 pm,Incline rear delt fly,5.0,10
2026-02-14,8:20 pm,Cable rdl,67.5,16
2026-02-14,8:25 pm,Cable rdl,75.0,17
2026-02-14,8:25 pm,Cable rdl,75.0,14
2026-02-14,8:31 pm,Dumbbell calf raises,20.0,16
2026-02-14,8:33 pm,Dumbbell calf raises,20.0,11
2026-02-14,8:34 pm,Dumbbell calf raises,20.0,12
2026-02-17,7:29 pm,Dumbbell press,25.0,6
2026-02-17,7:33 pm,Dumbbell press,20.0,11
2026-02-17,7:38 pm,Dumbbell press,20.0,10
2026-02-17,7:42 pm,Incline Dumbbell fly,15.0,7
2026-02-17,7:45 pm,Incline Dumbbell fly,15.0,6
2026-02-17,7:48 pm,Incline Dumbbell fly,12.5,9
2026-02-17,7:53 pm,Tricep rope overhead,25.0,13
2026-02-17,7:56 pm,Tricep rope overhead,30.0,6
2026-02-17,7:59 pm,Tricep rope overhead,25.0,8
2026-02-17,8:04 pm,Tricep pushdown,37.5,10
2026-02-17,8:07 pm,Tricep pushdown,37.5,12
2026-02-17,8:09 pm,Tricep pushdown,37.5,11
2026-02-18,6:59 pm,Barbell rowing,25.0,7
2026-02-18,7:03 pm,Barbell rowing,25.0,7
2026-02-18,7:09 pm,Chest supported rows,17.5,13
2026-02-18,7:13 pm,Chest supported rows,20.0,9
2026-02-18,7:16 pm,Incline curls,15.0,7
2026-02-18,7:19 pm,Incline curls,12.5,8
2026-02-18,7:23 pm,Incline curls,12.5,7
2026-02-18,7:26 pm,Dumbbell hammer curls,15.0,11
2026-02-18,7:28 pm,Dumbbell hammer curls,15.0,9
2026-02-18,7:30 pm,Dumbbell hammer curls,15.0,8
2026-02-18,7:34 pm,Cable lat pullover,60.0,6
2026-02-18,7:40 pm,Cable lat pullover,52.5,12
2026-02-20,5:27 pm,Goblet squats,25.0,15
2026-02-20,5:32 pm,Goblet squats,25.0,15
2026-02-20,5:59 pm,Seated lateral raises,10.0,12
2026-02-20,6:01 pm,Seated lateral raises,10.0,10
2026-02-20,6:03 pm,Seated lateral raises,7.5,14
2026-02-20,6:11 pm,Incline rear delt fly,5.0,14
2026-02-20,6:13 pm,Incline rear delt fly,5.0,12
2026-02-20,6:16 pm,Incline rear delt fly,5.0,12
2026-02-20,6:17 pm,Cable rdl,82.5,12
2026-02-20,6:19 pm,Cable rdl,82.5,12
2026-02-20,6:20 pm,Cable rdl,82.5,9
2026-02-20,6:28 pm,Dumbbell calf raises,20.0,20
2026-02-20,6:30 pm,Dumbbell calf raises,20.0,18
2026-02-20,6:34 pm,Dumbbell calf raises,20.0,14
2026-02-21,4:54 pm,Closegrip dumbbell press,25.0,5
2026-02-21,4:57 pm,Closegrip dumbbell press,20.0,11
2026-02-21,5:01 pm,Closegrip dumbbell press,20.0,10
2026-02-21,5:05 pm,Overhead skull crushee,30.0,12
2026-02-21,5:08 pm,Overhead skull crushee,37.5,7
2026-02-21,5:11 pm,Overhead skull crushee,37.5,7
2026-02-21,5:15 pm,Dumbbell curls,17.5,9
2026-02-21,5:18 pm,Dumbbell curls,17.5,7
2026-02-21,5:21 pm,Dumbbell curls,17.5,6
2026-02-21,5:24 pm,Incline hammer curls,15.0,8
2026-02-21,5:28 pm,Incline hammer curls,15.0,9
2026-02-21,5:31 pm,Incline hammer curls,15.0,8
2026-02-21,5:34 pm,Chest supported lateral raises,10.0,10
2026-02-21,5:38 pm,Chest supported lateral raises,10.0,10
2026-02-21,5:41 pm,Chest supported lateral raises,10.0,10
2026-02-21,5:46 pm,Cable fly,30.0,13
2026-02-21,5:50 pm,Cable fly,30.0,10
2026-02-25,7:16 pm,Dumbbell press,25.0,6
2026-02-25,7:22 pm,Dumbbell press,25.0,5
2026-02-25,7:27 pm,Dumbbell press,20.0,11
2026-02-25,7:31 pm,Incline Dumbbell fly,15.0,6
2026-02-25,7:34 pm,Incline Dumbbell fly,15.0,8
2026-02-25,7:37 pm,Incline Dumbbell fly,15.0,6
2026-02-25,7:42 pm,Tricep rope overhead,30.0,8
2026-02-25,7:45 pm,Tricep rope overhead,30.0,6
2026-02-25,7:48 pm,Tricep rope overhead,25.0,8
2026-02-25,7:51 pm,Tricep pushdown,37.5,12
2026-02-25,7:53 pm,Tricep pushdown,37.5,12
2026-02-25,7:55 pm,Tricep pushdown,37.5,12
2026-02-26,6:30 pm,Barbell rowing,25.0,4
2026-02-26,6:36 pm,Barbell rowing,25.0,8
2026-02-26,6:43 pm,Chest supported rows,20.0,10
2026-02-26,6:46 pm,Chest supported rows,20.0,10
2026-02-26,6:50 pm,Cable lat pullover,60.0,10
2026-02-26,6:53 pm,Cable lat pullover,60.0,8
2026-02-26,6:57 pm,Incline curls,15.0,9
2026-02-26,7:02 pm,Incline curls,15.0,8
2026-02-26,7:07 pm,Incline curls,15.0,6
2026-02-26,7:09 pm,Dumbbell hammer curls,15.0,9
2026-02-26,7:12 pm,Dumbbell hammer curls,15.0,9
